[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 1] ਹੇ ਇਸਰਾਏਲ, ਹੁਣ ਉਨ੍ਹਾਂ ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨਾਂ ਨੂੰ ਸੁਣੋ ਜਿਹੜੇ ਮੈਂ ਤੁਹਾਨੂੰ ਸਿਖਾਉਂਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਪੂਰਾ ਕਰੋ, ਤਾਂ ਜੋ ਤੁਸੀਂ ਜੀਉਂਦੇ ਰਹੋ ਅਤੇ ਜਾ ਕੇ ਉਸ ਦੇਸ਼ ਨੂੰ ਅਧਿਕਾਰ ਵਿੱਚ ਲੈ ਲਓ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 37] ਕਿਉਂਕਿ ਉਸ ਨੇ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਨਾਲ ਪ੍ਰੇਮ ਰੱਖਿਆ ਇਸ ਕਾਰਨ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਬਾਅਦ ਉਨ੍ਹਾਂ ਦੇ ਵੰਸ਼ ਨੂੰ ਚੁਣਿਆ ਅਤੇ ਤੁਹਾਨੂੰ ਆਪਣੀ ਹਜ਼ੂਰੀ ਨਾਲ ਅਤੇ ਆਪਣੀ ਵੱਡੀ ਸ਼ਕਤੀ ਨਾਲ ਮਿਸਰ ਤੋਂ ਕੱਢ ਲਿਆਇਆ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 38] ਉਹ ਤੁਹਾਡੇ ਨਾਲੋਂ ਵੱਡੀਆਂ ਅਤੇ ਬਲਵੰਤ ਕੌਮਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਕੱਢ ਦੇਵੇ ਅਤੇ ਤੁਹਾਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਦੇਸ਼ ਵਿੱਚ ਲਿਆਵੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਦੇਸ਼ ਨੂੰ ਤੇਰੀ ਵਿਰਾਸਤ ਬਣਾ ਦੇਵੇ, ਜਿਵੇਂ ਅੱਜ ਦੇ ਦਿਨ ਉਹ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 39] ਇਸ ਲਈ ਅੱਜ ਜਾਣ ਲਓ ਅਤੇ ਆਪਣੇ ਦਿਲਾਂ ਵਿੱਚ ਰੱਖੋ ਕਿ ਉੱਤੇ ਅਕਾਸ਼ ਵਿੱਚ ਅਤੇ ਹੇਠਾਂ ਧਰਤੀ ਉੱਤੇ ਯਹੋਵਾਹ ਹੀ ਪਰਮੇਸ਼ੁਰ ਹੈ, ਹੋਰ ਕੋਈ ਹੈ ਹੀ ਨਹੀਂ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 40] ਤੁਸੀਂ ਉਸ ਦੀਆਂ ਬਿਧੀਆਂ ਅਤੇ ਹੁਕਮਾਂ ਦੀ ਪਾਲਨਾ ਕਰੋ ਜਿਹੜੇ ਮੈਂ ਅੱਜ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹਾਂ, ਤਾਂ ਜੋ ਤੁਹਾਡਾ ਅਤੇ ਤੁਹਾਡੇ ਬਾਅਦ ਤੁਹਾਡੇ ਬੱਚਿਆਂ ਦਾ ਭਲਾ ਹੋਵੇ ਅਤੇ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਜਿਹੜਾ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਸਦਾ ਲਈ ਦਿੰਦਾ ਹੈ, ਉਸ ਵਿੱਚ ਤੁਹਾਡੀ ਉਮਰ ਲੰਮੀ ਹੋਵੇ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 41] ਤਦ ਮੂਸਾ ਨੇ ਯਰਦਨ ਦੇ ਪਾਰ ਪੂਰਬ ਵੱਲ ਤਿੰਨ ਸ਼ਹਿਰ ਵੱਖਰੇ ਕੀਤੇ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 42] ਕਿ ਜੇਕਰ ਕੋਈ ਭੁੱਲ-ਭੁਲੇਖੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਮਾਰ ਦੇਵੇ ਜਿਸ ਨਾਲ ਉਸ ਦਾ ਪਹਿਲਾਂ ਤੋਂ ਕੋਈ ਵੈਰ ਨਹੀਂ ਸੀ, ਤਾਂ ਉਹ ਉਨ੍ਹਾਂ ਸ਼ਹਿਰਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਇੱਕ ਵਿੱਚ ਭੱਜ ਜਾਵੇ ਅਤੇ ਉੱਥੇ ਭੱਜ ਕੇ ਜੀਉਂਦਾ ਰਹੇ:
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 43] ਅਰਥਾਤ ਰਊਬੇਨੀਆਂ ਦਾ ਬਸਰ ਸ਼ਹਿਰ ਜੋ ਉਜਾੜ ਵਿੱਚ ਉੱਚੇ ਮੈਦਾਨ ਦੇ ਦੇਸ਼ ਵਿੱਚ ਹੈ ਅਤੇ ਗਾਦੀਆਂ ਲਈ ਗਿਲਆਦ ਵਿੱਚ ਰਾਮੋਥ ਅਤੇ ਮਨੱਸ਼ੀਆਂ ਲਈ ਬਾਸ਼ਾਨ ਵਿੱਚ ਗੋਲਾਨ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 44] ਇਹ ਉਹ ਬਿਵਸਥਾ ਹੈ ਜਿਹੜੀ ਮੂਸਾ ਨੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਅੱਗੇ ਰੱਖੀ
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 45] ਅਤੇ ਇਹ ਉਹ ਸਾਖੀਆਂ, ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨ ਹਨ, ਜਿਹੜੇ ਮੂਸਾ ਨੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਉਸ ਸਮੇਂ ਦੱਸੇ ਜਦ ਉਹ ਮਿਸਰ ਤੋਂ ਨਿੱਕਲੇ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 46] ਅਰਥਾਤ ਯਰਦਨ ਪਾਰ ਬੈਤ ਪਓਰ ਦੇ ਸਾਹਮਣੇ ਦੀ ਘਾਟੀ ਵਿੱਚ ਜੋ ਅਮੋਰੀਆਂ ਦੇ ਰਾਜੇ ਸੀਹੋਨ ਦੇ ਦੇਸ਼ ਵਿੱਚ ਸੀ। ਉਹ ਹਸ਼ਬੋਨ ਵਿੱਚ ਵੱਸਦਾ ਸੀ, ਜਿਸ ਨੂੰ ਮੂਸਾ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਮਾਰਿਆ, ਜਦ ਉਹ ਮਿਸਰ ਤੋਂ ਨਿੱਕਲੇ ਸਨ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 47] ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੇ ਦੇਸ਼ ਉੱਤੇ ਅਤੇ ਬਾਸ਼ਾਨ ਦੇ ਰਾਜੇ ਓਗ ਦੇ ਦੇਸ਼ ਉੱਤੇ ਵੀ ਕਬਜ਼ਾ ਕਰ ਲਿਆ। ਇਹ ਦੋਵੇਂ ਅਮੋਰੀਆਂ ਦੇ ਰਾਜੇ ਸਨ ਅਤੇ ਉਹ ਯਰਦਨ ਦੇ ਪਾਰ ਪੂਰਬ ਵੱਲ ਵੱਸਦੇ ਸਨ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 48] ਉਨ੍ਹਾਂ ਨੇ ਅਰੋਏਰ ਤੋਂ ਲੈ ਕੇ ਜਿਹੜਾ ਅਰਨੋਨ ਦੇ ਨਾਲੇ ਦੇ ਬੰਨ੍ਹੇ ਉੱਤੇ ਹੈ ਅਤੇ ਸੀਹੋਨ ਪਰਬਤ ਤੱਕ ਜਿਹੜਾ ਹਰਮੋਨ ਵੀ ਅਖਵਾਉਂਦਾ ਹੈ
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 49] ਅਤੇ ਸਾਰੇ ਅਰਾਬਾਹ ਉੱਤੇ ਯਰਦਨ ਤੋਂ ਪਾਰ ਪੂਰਬ ਵੱਲ ਅਰਥਾਤ ਅਰਾਬਾਹ ਦੇ ਸਮੁੰਦਰ ਤੱਕ ਜਿਹੜਾ ਪਿਸਗਾਹ ਦੀ ਢਾਲ਼ ਹੇਠ ਹੈ, ਕਬਜ਼ਾ ਕਰ ਲਿਆ।
