[IRV | MR | OT | Psalms | Chapter 119 | Verse 1] ज्यांचे मार्ग निर्दोष आहेत, जे परमेश्वराच्या नियमशास्त्राप्रमाणे चालतात ते आशीर्वादित आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 159] तुझ्या विधींना मी किती प्रिय मानितो ते पाहा; हे परमेश्वरा, तुझ्या वचनाप्रमाणे कराराच्या विश्वसनीयतेने मला जिवंत ठेव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 160] तुझ्या वचनाचे मर्म सत्य आहे; तुझ्या न्यायीपणाचा प्रत्येक निर्णय सर्वकाळ आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 161] अधिपती विनाकारण माझ्या पाठीस लागले आहेत; तुझे वचन न पाळल्यामुळे माझे हृदय भितीने कापते.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 162] ज्याला मोठी लूट सापडली त्याच्यासारखा मला तुझ्या वचनाविषयी आनंद होतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 163] मी असत्याचा द्वेष आणि तिरस्कार करतो, पण मला तुझे नियमशास्त्र प्रिय आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 164] मी दिवसातून सात वेळा तुझ्या न्याय्य, निर्णयांसाठी तुझी स्तुती करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 165] तुझ्या नियमशास्त्रावर प्रेम करणाऱ्यास मोठी शांती असते, त्यास कसलेच अडखळण नसते.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 166] हे परमेश्वरा, मी तुझ्या उध्दाराची वाट पाहत आहे आणि तुझ्या आज्ञा मी पाळल्या आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 167] मी तुझ्या विधीवत आज्ञांप्रमाणे वागलो, आणि मला ते अत्यंत प्रिय आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 168] मी तुझे निर्बंध आणि तुझे विधीवत आज्ञा पाळल्या आहेत, कारण मी जी प्रत्येकगोष्ट केली ते सर्व तुला माहित आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 169] हे परमेश्वरा, माझी मदतीसाठीची आरोळी ऐक. तू आपल्या वचनाप्रमाणे मला बुद्धी दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 170] माझी विनंती तुझ्यासमोर येवो; तू वचन दिल्याप्रमाणे मला मदत कर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 171] तू मला आपले नियम शिकवितोस म्हणून माझ्या मुखातून स्तुती बाहेर पडो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 172] माझी जीभ तुझ्या वचनाची स्तुती गावो; कारण तुझ्या सर्व आज्ञा न्याय्य आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 173] तुझा हात माझे साहाय्य करण्यास सिद्ध असो, कारण तुझे निर्बंध मी निवडले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 174] हे परमेश्वरा, मी तुझ्या तारणाची उत्कंठा धरली आहे आणि तुझ्या नियमशास्त्रत मला आनंद आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 175] माझा जीव वाचो म्हणजे तो तुझी स्तुती करील; तुझे निर्णय मला मदत करो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 176] मी हरवलेल्या मेंढराप्रमाणे भरकटलो आहे; तू आपल्या सेवकाचा शोध कर, कारण मी तुझ्या आज्ञा विसरलो नाही.
