[IRV | KN | OT | Psalms | Chapter 119 | Verse 1] ಯೆಹೋವನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಅನುಸರಿಸಿ, ಸದಾಚಾರಿಗಳಾಗಿ ನಡೆಯುವವರು ಧನ್ಯರು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 85] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಅನುಸರಿಸದ ಗರ್ವಿಷ್ಠರು ನನಗಾಗಿ ಗುಂಡಿಗಳನ್ನು ತೋಡಿದ್ದಾರೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 86] ನಿನ್ನ ಆಜ್ಞೆಗಳೆಲ್ಲಾ ಸ್ಥಿರವಾಗಿವೆ, ಅವರು ಮೋಸದಿಂದ ಹಿಂಸಿಸುತ್ತಾರೆ, ನನಗೆ ಸಹಾಯಮಾಡು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 87] ನನ್ನನ್ನು ಭೂಮಿಯಿಂದ ತೆಗೆದೇಬಿಟ್ಟಿದ್ದರು, ಆದರೆ ನಾನು ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಬಿಡಲೇ ಇಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 88] ನಿನ್ನ ಕೃಪೆಗೆ ಅನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಕಾಪಾಡು, ಆಗ ನೀನು ಆಜ್ಞಾಪಿಸಿದ ಕಟ್ಟಳೆಯನ್ನು ಕೈಕೊಳ್ಳುವೆನು. ಲಾಮೆದ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 89] ಯೆಹೋವನೇ, ನಿನ್ನ ವಾಕ್ಯವು ಪರಲೋಕದಲ್ಲಿ ಶಾಶ್ವತವಾಗಿ ಸ್ಥಾಪಿಸಲ್ಪಟ್ಟಿದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 90] ನಿನ್ನ ಸತ್ಯವು ತಲತಲಾಂತರಕ್ಕೂ ಇರುವುದು. ನೀನು ಭೂಮಿಯನ್ನು ಸ್ಥಾಪಿಸಿರುತ್ತಿ, ಅದು ಕದಲುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 91] ನಿನ್ನ ವಿಧಿಗಳಿಗನುಸಾರವಾಗಿ ಅವು ಇಂದಿನವರೆಗೂ, ಸ್ಥಿರವಾಗಿ ನಿಂತಿರುತ್ತವೆ. ಏಕೆಂದರೆ ಸರ್ವವಸ್ತುಗಳೂ ನಿನ್ನ ಸೇವೆ ಮಾಡುತ್ತವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 92] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವು ನನಗೆ ಆನಂದಕರವಾಗದಿದ್ದರೆ, ನನಗೊದಗಿದ ಆಪತ್ತಿನಲ್ಲಿ ಹಾಳಾಗಿ ಹೋಗುತ್ತಿದ್ದೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 93] ನಾನು ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಎಂದಿಗೂ ಮರೆಯುವುದಿಲ್ಲ, ಅವುಗಳಿಂದಲೇ ನನ್ನನ್ನು ಬದುಕಿಸಿದ್ದಿ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 94] ನಾನು ನಿನ್ನವನು, ರಕ್ಷಿಸು, ನಿನ್ನ ನಿಯಮಗಳಲ್ಲಿ ಆಸಕ್ತನಾಗಿದ್ದೇನಲ್ಲಾ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 95] ದುಷ್ಟರು ನನ್ನನ್ನು ಸಂಹರಿಸಬೇಕೆಂದು ಹೊಂಚಿ ನೋಡುತ್ತಾರೆ, ನಾನು ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನೇ ಲಕ್ಷಿಸಿಕೊಂಡಿರುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 96] ಎಲ್ಲಾ ಸಂಪೂರ್ಣತೆಗೂ ಮೇರೆಯುಂಟೆಂದು ಬಲ್ಲೆನು, ಆದರೆ ನಿನ್ನ ಆಜ್ಞಾಶಾಸನವು ಅಪರಿಮಿತವಾದದ್ದು. ಮೆಮ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 97] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವು ನನಗೆ ಎಷ್ಟೋ ಪ್ರಿಯವಾಗಿದೆ, ದಿನವೆಲ್ಲಾ ಅದೇ ನನ್ನ ಧ್ಯಾನ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 98] ನಿನ್ನ ಆಜ್ಞೆಗಳ ಮೂಲಕ ನನ್ನ ವೈರಿಗಳಿಗಿಂತ ಬುದ್ಧಿವಂತನಾಗಿದ್ದೇನೆ, ಸದಾಕಾಲವೂ ಅವೇ ನನಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 99] ನಿನ್ನ ಕಟ್ಟಳೆಗಳು ನನ್ನ ಧ್ಯಾನವಾಗಿರುವುದರಿಂದ, ನನ್ನ ಉಪಾಧ್ಯಾಯರಿಗಿಂತ ಜ್ಞಾನಿಯಾಗಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 100] ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಕೈಗೊಂಡಿರುವುದರಿಂದ, ಹಿರಿಯರಿಗಿಂತ ವಿವೇಕಿಯಾಗಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 101] ನಿನ್ನ ವಾಕ್ಯವನ್ನೇ ಅನುಸರಿಸಬೇಕೆಂದು, ನನ್ನ ಕಾಲುಗಳನ್ನು ಯಾವ ಕೆಟ್ಟ ದಾರಿಗೂ ಹೋಗದಂತೆ ಕಾದಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 102] ನಾನು ನಿನ್ನ ವಿಧಿಗಳಿಂದ ಸ್ವಲ್ಪವೂ ತಪ್ಪಿಹೋಗಲಿಲ್ಲ, ಏಕೆಂದರೆ ನೀನು ನನಗೆ ಬೋಧಿಸಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 103] ನಿನ್ನ ನುಡಿಗಳು ನನ್ನ ನಾಲಿಗೆಗೆ ಎಷ್ಟೋ ರುಚಿಯಾಗಿವೆ, ಅವು ನನ್ನ ಬಾಯಿಗೆ ಜೇನು ತುಪ್ಪಕ್ಕಿಂತಲೂ ಸಿಹಿಯಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 104] ನಿನ್ನ ನಿಯಮಗಳ ಮೂಲಕ ವಿವೇಕಿಯಾದೆನು, ಸುಳ್ಳು ಮಾರ್ಗವನ್ನೆಲ್ಲಾ ನಾನು ದ್ವೇಷಿಸುತ್ತೇನೆ. ನೂನ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 105] ನಿನ್ನ ವಾಕ್ಯವು ನನ್ನ ಕಾಲಿಗೆ ದೀಪವೂ, ನನ್ನ ದಾರಿಗೆ ಬೆಳಕೂ ಆಗಿದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 106] ನಿನ್ನ ನೀತಿವಿಧಿಗಳನ್ನು ಅನುಸರಿಸುವೆನೆಂದು ಪ್ರಮಾಣಮಾಡಿದ್ದೇನೆ, ಅದನ್ನು ನೆರವೇರಿಸುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 107] ನಾನು ಬಹಳವಾಗಿ ಕುಗ್ಗಿಹೋಗಿದ್ದೇನೆ, ಯೆಹೋವನೇ, ನಿನ್ನ ವಾಕ್ಯಾನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 108] ಯೆಹೋವನೇ, ನನ್ನ ಮನಃಪೂರ್ವಕವಾದ ಸ್ತುತಿ ಸಮರ್ಪಣೆಗಳನ್ನು, ದಯವಿಟ್ಟು ಅಂಗೀಕರಿಸು, ನಿನ್ನ ವಿಧಿಗಳನ್ನು ನನಗೆ ಕಲಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 109] ನನ್ನ ಜೀವವು ಅಪಾಯದಲ್ಲಿದ್ದೆ, ಆದರೂ ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಮರೆಯುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 110] ದುಷ್ಟರು ಬಲೆಯೊಡ್ಡಿದ್ದಾರೆ, ನಾನು ನಿನ್ನ ನಿಯಮಗಳಿಂದ ತಪ್ಪಿಹೋಗುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 111] ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ನನ್ನ ನಿತ್ಯಸ್ವತ್ತಾಗಿ ಆರಿಸಿಕೊಂಡಿದ್ದೇನೆ, ಅವು ನನ್ನ ಹೃದಯಕ್ಕೆ ಉಲ್ಲಾಸಕರವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 112] ಕಡೆಯವರೆಗು ಯಾವಾಗಲೂ ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಕೈಗೊಳ್ಳುವುದಕ್ಕೆ ಮನಸ್ಸುಮಾಡಿದ್ದೇನೆ. ಸಾಮೆಕ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 113] ಚಂಚಲ ಮನಸ್ಸುಳ್ಳವರನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 114] ನನ್ನ ಆಶ್ರಯವೂ, ಗುರಾಣಿಯೂ ನೀನೇ, ನಿನ್ನ ವಾಕ್ಯವನ್ನೇ ನಿರೀಕ್ಷಿಸಿಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 115] ದುಷ್ಟರೇ, ತೊಲಗಿರಿ, ನನ್ನ ದೇವರ ಆಜ್ಞೆಗಳನ್ನು ಕೈಗೊಳ್ಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 116] ನಿನ್ನ ನುಡಿಯ ಪ್ರಕಾರ ನನ್ನನ್ನು ಉದ್ಧಾರಮಾಡು, ಆಗ ಬದುಕುವೆನು. ನಾನು ನಿರೀಕ್ಷೆಯುಳ್ಳವನಾಗಿದ್ದೇನೆ, ನನ್ನನ್ನು ನಿರಾಶೆಪಡಿಸಬೇಡ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 117] ನೀನು ನನಗೆ ಆಧಾರವಾಗಿರು, ಆಗ ನಾನು ಸುರಕ್ಷಿತನಾಗಿ ಸದಾ ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಲಕ್ಷಿಸುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 118] ನಿನ್ನ ನಿಬಂಧನೆಗಳಿಗೆ ತಪ್ಪಿದವರೆಲ್ಲರನ್ನು ನೀನು ತಳ್ಳಿಬಿಡುತ್ತೀ, ಅವರ ಕುಯುಕ್ತಿಯು ವ್ಯರ್ಥವಾದದ್ದೇ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 119] ಭೂಲೋಕದ ದುಷ್ಟರೆಲ್ಲರನ್ನು ಕಸದಂತೆ ತೆಗೆದುಬಿಡುತ್ತೀ, ಆದುದರಿಂದ ನಾನು ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 120] ನಿನ್ನ ಭಯದಿಂದ ನನ್ನ ದೇಹದ ಮಾಂಸವು ಕಂಪಿಸುತ್ತದೆ, ನಿನ್ನ ನ್ಯಾಯವಿಧಿಗಳಿಗೆ ಹೆದರುತ್ತೇನೆ. ಆಯಿನ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 121] ನಾನು ನಿನ್ನ ನೀತಿವಿಧಿಗಳನ್ನು ಅನುಸರಿಸಿದ್ದೇನೆ, ಬಲಾತ್ಕಾರಿಗಳಿಗೆ ನನ್ನನ್ನು ಒಪ್ಪಿಸಬೇಡ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 122] ನಿನ್ನ ಸೇವಕನ ಮೇಲಿಗಾಗಿ ನೀನು ಹೊಣೆಗಾರನಾಗು, ಗರ್ವಿಷ್ಠರು ನನ್ನನ್ನು ಬಾಧಿಸದಿರಲಿ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 123] ನಿನ್ನ ರಕ್ಷಣೆಯನ್ನೂ, ನಿನ್ನ ನೀತಿಯುಳ್ಳ ನುಡಿಯು ನೆರವೇರುವುದನ್ನೂ ನಿರೀಕ್ಷಿಸುತ್ತಾ, ನನ್ನ ದೃಷ್ಟಿ ಮೊಬ್ಬಾಯಿತು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 124] ನಿನ್ನ ಸೇವಕನನ್ನು ಕೃಪೆಯಿಂದ ನಡೆಸು, ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ನನಗೆ ಕಲಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 125] ನಾನು ನಿನ್ನ ಸೇವಕನು, ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳುವಂತೆ ವಿವೇಕವನ್ನು ದಯಪಾಲಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 126] ಯೆಹೋವನೇ, ನೀನು ಕಾರ್ಯ ನಡೆಸುವುದಕ್ಕೆ ಸಮಯ ಬಂದಿದೆ, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಉಲ್ಲಂಘಿಸಿದ್ದಾರೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 127] ನಿಜವಾಗಿ ನಿನ್ನ ಆಜ್ಞೆಗಳು ಬಂಗಾರಕ್ಕಿಂತಲೂ, ಅಪರಂಜಿಗಿಂತಲೂ ನನಗೆ ಬಹುಪ್ರಿಯವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 128] ನಿಜವಾಗಿ ನಿನ್ನ ಎಲ್ಲಾ ನಿಯಮಗಳು ನ್ಯಾಯವಾಗಿವೆ ಎಂದು ಒಪ್ಪಿಕೊಂಡಿದ್ದೇನೆ, ಎಲ್ಲಾ ಸುಳ್ಳು ಮಾರ್ಗಗಳನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ. ಪೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 129] ನಿನ್ನ ಕಟ್ಟಳೆಗಳು ಮಹತ್ವವುಳ್ಳವುಗಳೇ, ಪೂರ್ಣಹೃದಯದಿಂದ ಅವುಗಳನ್ನು ಕೈಗೊಳ್ಳುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 130] ನಿನ್ನ ವಾಕ್ಯವಿವರಣೆ ಬೆಳಕನ್ನು ಕೊಡುತ್ತದೆ, ಸರಳ ಹೃದಯರಿಗೆ ವಿವೇಚನೆಯನ್ನು ನೀಡುತ್ತದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 131] ನಾನು ಬಾಯಾರಿ ನಿನ್ನನ್ನೇ ಎದುರುನೋಡುತ್ತಿದ್ದೇನೆ, ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ಲವಲವಿಕೆಯಿಂದ ಬಯಸಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 132] ನನಗೆ ಅಭಿಮುಖನಾಗಿ ಕರುಣಿಸು, ನಿನ್ನ ಹೆಸರನ್ನು ಪ್ರೀತಿಸುವವರಿಗೆ ಹೀಗೆ ಮಾಡುವುದು ನಿನ್ನ ನಿಯಮವಲ್ಲವೇ?
[IRV | KN | OT | Psalms | Chapter 119 | Verse 133] ನಿನ್ನ ನುಡಿಗನುಸಾರವಾಗಿ ನನ್ನ ಹೆಜ್ಜೆಯನ್ನು ದೃಢಪಡಿಸು, ಯಾವ ಅನ್ಯಾಯವಾದರೂ ನನ್ನನ್ನು ಆಳದಂತೆ ಮಾಡು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 134] ನರ ಮನುಷ್ಯರ ಬಲಾತ್ಕಾರದಿಂದ ನನ್ನನ್ನು ಬಿಡಿಸು, ಆಗ ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಕೈಗೊಳ್ಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 135] ನಿನ್ನ ದಾಸನ ಮೇಲೆ ನಿನ್ನ ಮುಖಪ್ರಸನ್ನತೆಯಿರಲಿ, ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ನನಗೆ ಕಲಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 136] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಅನುಸರಿಸದವರ ನಿಮಿತ್ತ, ನನ್ನ ಕಣ್ಣೀರು ಪ್ರವಾಹವಾಗಿ ಹರಿಯುತ್ತದೆ. ಸಾದ್ದಿ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 137] ಯೆಹೋವನೇ, ನೀನು ನೀತಿಸ್ವರೂಪನು, ನಿನ್ನ ವಿಧಿಗಳು ನ್ಯಾಯವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 138] ನೀತಿ, ಸತ್ಯತೆಗಳಿಂದಲೇ ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಸ್ಥಾಪಿಸಿದ್ದಿ,
[IRV | KN | OT | Psalms | Chapter 119 | Verse 139] ವೈರಿಗಳು ನಿನ್ನ ವಾಕ್ಯಗಳನ್ನು ಮರೆತುಬಿಟ್ಟಿದ್ದರಿಂದ ನಿನ್ನ ಮೇಲಿನ ಅಭಿಮಾನ ನನ್ನನ್ನು ದಹಿಸಿಬಿಟ್ಟಿತು,
[IRV | KN | OT | Psalms | Chapter 119 | Verse 140] ನಿನ್ನ ನುಡಿಯು ಪರಿಶುದ್ಧವಾದದ್ದು, ನಿನ್ನ ಸೇವಕನು ಅದನ್ನೇ ಪ್ರೀತಿಸುತ್ತಾನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 141] ನಾನು ಅಲ್ಪನೂ, ತಿರಸ್ಕಾರ ಹೊಂದಿದವನೂ ಆಗಿದ್ದೇನೆ, ಆದರೂ ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಮರೆಯುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 142] ನಿನ್ನ ನೀತಿಯು ನಿತ್ಯವಾಗಿದೆ, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವು ಸತ್ಯವಾಗಿದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 143] ಕಷ್ಟ, ಸಂಕಟಗಳು ನನ್ನನ್ನು ಮುತ್ತಿಕೊಂಡಿವೆ, ಆದರೂ ನಿನ್ನ ಆಜ್ಞೆಗಳು ನನಗೆ ಸಂತೋಷಕರವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 144] ನಿನ್ನ ಕಟ್ಟಳೆಗಳು ಸದಾಕಾಲವೂ ನೀತಿಯುಳ್ಳವುಗಳು, ನನಗೆ ವಿವೇಕವನ್ನು ದಯಪಾಲಿಸು, ಆಗ ಬದುಕುವೆನು. ಖೋಫ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 145] ಯೆಹೋವನೇ, ಸಂಪೂರ್ಣಮನಸ್ಸಿನಿಂದ ಮೊರೆಯಿಟ್ಟಿದ್ದೇನೆ, ಸದುತ್ತರವನ್ನು ದಯಪಾಲಿಸು, ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಅನುಸರಿಸುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 146] ನಿನಗೇ ಮೊರೆಯಿಟ್ಟಿದ್ದೇನೆ ರಕ್ಷಿಸು. ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಕೈಗೊಳ್ಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 147] ಅರುಣೋದಯದಲ್ಲಿ ಎದ್ದು ಮೊರೆಯಿಟ್ಟೆನು, ನಿನ್ನ ವಾಕ್ಯವನ್ನು ನಿರೀಕ್ಷಿಸಿಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 148] ನಿನ್ನ ನುಡಿಯನ್ನು ಧ್ಯಾನಿಸಲು, ನನ್ನ ಕಣ್ಣುಗಳು ಇರುಳಿನ ಒಂದೊಂದು ಜಾವದಲ್ಲೂ ತೆರೆದಿರುತ್ತವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 149] ಯೆಹೋವನೇ, ನಿನ್ನ ಕೃಪೆಗೆ ತಕ್ಕಂತೆ ನನ್ನ ಮೊರೆಯನ್ನು ಕೇಳು, ನಿನ್ನ ವಿಧಿಗನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 150] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಬಿಟ್ಟು ಕೆಟ್ಟದ್ದನ್ನು ಅನುಸರಿಸುವವರು, ನನ್ನ ಸಮೀಪಕ್ಕೆ ಬಂದಿದ್ದಾರೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 151] ಯೆಹೋವನೇ, ನೀನು ನನ್ನ ಹತ್ತಿರವೇ ಇರುವೆ, ನಿನ್ನ ಆಜ್ಞೆಗಳೆಲ್ಲಾ ಯಥಾರ್ಥವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 152] ನೀನು ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಯುಗಯುಗಾಂತರಕ್ಕೂ ಸ್ಥಾಪಿಸಿದ್ದಿ ಎಂದು, ನಾನು ಮೊದಲಿನಿಂದಲೇ ಅವುಗಳ ಮೂಲಕ ತಿಳಿದುಕೊಂಡಿದ್ದೇನೆ. ರೇಷ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 153] ನನ್ನ ಕಷ್ಟವನ್ನು ನೋಡಿ ನನ್ನನ್ನು ರಕ್ಷಿಸು, ನಾನು ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಮರೆತವನಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 154] ನನ್ನ ವ್ಯಾಜ್ಯವನ್ನು ನಡೆಸಿ ನನ್ನನ್ನು ಬಿಡಿಸು, ನಿನ್ನ ನುಡಿಗನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 155] ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಅಲಕ್ಷ್ಯಮಾಡುವ ದುಷ್ಟರಿಗೆ ರಕ್ಷಣೆಯೇ ಇಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 156] ಯೆಹೋವನೇ, ನಿನ್ನ ಕೃಪಾಕಾರ್ಯಗಳು ಬಹಳವಾಗಿವೆ, ನಿನ್ನ ವಿಧಿಗಳಿಗೆ ತಕ್ಕಂತೆ ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 157] ನನ್ನನ್ನು ಹಿಂಸಿಸುವ ವೈರಿಗಳು ಅನೇಕರಿದ್ದರೂ, ನಾನು ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಬಿಟ್ಟು ನಡೆಯಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 158] ನಿನ್ನ ನುಡಿಯನ್ನು ಕೈಗೊಳ್ಳದ ಧರ್ಮಭ್ರಷ್ಟರನ್ನು ನೋಡಿ ಅಸಹ್ಯಪಟ್ಟಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 159] ಯೆಹೋವನೇ, ನೋಡು, ನಿನ್ನ ನಿಯಮಗಳು ನನಗೆ ಎಷ್ಟೋ ಪ್ರಿಯವಾಗಿವೆ, ನಿನ್ನ ಕೃಪಾನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 160] ನಿನ್ನ ವಾಕ್ಯದ ಸಾರಾಂಶವು ಸತ್ಯವೇ, ನಿನ್ನ ನೀತಿವಿಧಿಗಳೆಲ್ಲಾ ಯುಗಯುಗಾಂತರಕ್ಕೂ ಇರುವವು. ಷಿನ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 161] ಪ್ರಭುಗಳು ಕಾರಣವಿಲ್ಲದೆ ನನ್ನನ್ನು ಹಿಂಸಿಸುತ್ತಾರೆ, ನನ್ನ ಹೃದಯವು ನಿನ್ನ ವಾಕ್ಯಕ್ಕೆ ಮಾತ್ರ ಭಯಪಡುತ್ತದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 162] ಒಬ್ಬನು ತಾನು ಸಂಪಾದಿಸಿದ ದೊಡ್ಡ ಕೊಳ್ಳೆಯಲ್ಲಿ ಹೇಗೋ, ಹಾಗೆಯೇ ನಾನು ನಿನ್ನ ನುಡಿಯಲ್ಲಿ ಆನಂದಿಸುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 163] ಮಿಥ್ಯವಾದದ್ದನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ, ಅದು ನನಗೆ ಅಸಹ್ಯವಾಗಿದೆ, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವು ನನಗೆ ಪ್ರಿಯವಾಗಿದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 164] ನಿನ್ನ ನೀತಿವಿಧಿಗಳಿಗೋಸ್ಕರ, ನಿನ್ನನ್ನು ದಿನಕ್ಕೆ ಏಳು ಸಾರಿ ಕೊಂಡಾಡುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 165] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಪ್ರೀತಿಸುವವರಿಗೆ, ಸಂಪೂರ್ಣ ಸಮಾಧಾನವಿರುತ್ತದೆ, ಅಂಥವರಿಗೆ ವಿಘ್ನಕರವಾದದ್ದೇನೂ ಇರುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 166] ಯೆಹೋವನೇ, ಯಾವಾಗ ರಕ್ಷಿಸುವಿಯೋ ಎಂದು, ನಿರೀಕ್ಷಿಸುತ್ತಾ ಇದ್ದೇನೆ, ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ಕೈಗೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 167] ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಮನಃಪೂರ್ವಕವಾಗಿ ಅನುಸರಿಸಿದ್ದೇನೆ, ಅವು ನನಗೆ ಬಹುಪ್ರಿಯವಾಗಿವೆ.
