[IRV | PA | NT | Mark | Chapter 14 | Verse 1] ਦੋ ਦਿਨਾਂ ਦੇ ਬਾਅਦ ਪਸਾਹ ਅਤੇ ਅਖ਼ਮੀਰੀ ਰੋਟੀ ਦਾ ਤਿਉਹਾਰ ਹੋਣ ਵਾਲਾ ਸੀ, ਮੁੱਖ ਜਾਜਕ ਅਤੇ ਉਪਦੇਸ਼ਕ ਇਸ ਗੱਲ ਦੇ ਪਿੱਛੇ ਲੱਗੇ ਹੋਏ ਸਨ ਜੋ ਉਹ ਨੂੰ ਕਿਵੇਂ ਧੋਖੇ ਨਾਲ ਫੜ੍ਹ ਕੇ ਮਾਰ ਸੁੱਟੀਏ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 58] ਜੋ ਅਸੀਂ ਉਹ ਨੂੰ ਇਹ ਆਖਦੇ ਸੁਣਿਆ ਜੋ ਮੈਂ ਇਸ ਹੈਕਲ ਨੂੰ ਜਿਹੜੀ ਹੱਥਾਂ ਨਾਲ ਬਣਾਈ ਹੋਈ ਹੈ ਢਾਹ ਦਿਆਂਗਾ ਅਤੇ ਤਿੰਨਾਂ ਦਿਨਾਂ ਵਿੱਚ ਇੱਕ ਹੋਰ ਨੂੰ ਬਿਨ੍ਹਾਂ ਹੱਥ ਲਾਏ ਬਣਾਵਾਂਗਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 59] ਤਾਂ ਵੀ ਉਨ੍ਹਾਂ ਦੀ ਗਵਾਹੀ ਇੱਕੋ ਜਿਹੀ ਨਾ ਸੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 60] ਤਦ ਪ੍ਰਧਾਨ ਜਾਜਕ ਵਿਚਾਲੇ ਖੜ੍ਹਾ ਹੋਇਆ ਅਤੇ ਯਿਸੂ ਨੂੰ ਪੁੱਛਿਆ, ਕੀ ਤੂੰ ਕੁਝ ਜ਼ਵਾਬ ਨਹੀਂ ਦਿੰਦਾ? ਇਹ ਤੇਰੇ ਵਿਰੁੱਧ ਕੀ ਗਵਾਹੀ ਦਿੰਦੇ ਹਨ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 61] ਪਰ ਉਹ ਚੁੱਪ ਹੀ ਰਿਹਾ ਅਤੇ ਕੁਝ ਜ਼ਵਾਬ ਨਾ ਦਿੱਤਾ ਤਾਂ ਪ੍ਰਧਾਨ ਜਾਜਕ ਨੇ ਫੇਰ ਉਹ ਨੂੰ ਪੁੱਛਿਆ, ਕੀ ਤੂੰ ਮਸੀਹ ਮੁਬਾਰਕ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਹੈਂ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 62] ਯਿਸੂ ਨੇ ਆਖਿਆ, ਮੈਂ ਹਾਂ ਅਤੇ ਤੁਸੀਂ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਨੂੰ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਦੇ ਸੱਜੇ ਹੱਥ ਬਿਰਾਜਮਾਨ ਹੋਇਆ ਅਤੇ ਅਕਾਸ਼ ਦੇ ਬੱਦਲਾਂ ਨਾਲ ਆਉਂਦਾ ਵੇਖੋਗੇ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 63] ਤਦ ਪ੍ਰਧਾਨ ਜਾਜਕ ਨੇ ਆਪਣੇ ਕੱਪੜੇ ਪਾੜ ਕੇ ਆਖਿਆ, ਹੁਣ ਸਾਨੂੰ ਗਵਾਹਾਂ ਦੀ ਹੋਰ ਕੀ ਲੋੜ ਹੈ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 64] ਤੁਸੀਂ ਇਹ ਕੁਫ਼ਰ ਸੁਣਿਆ, ਤੁਹਾਡੀ ਕੀ ਸਲਾਹ ਹੈ? ਤਦ ਉਨ੍ਹਾਂ ਸਭਨਾਂ ਨੇ ਉਹ ਨੂੰ ਮਾਰੇ ਜਾਣ ਦੇ ਲਾਇਕ ਠਹਿਰਾਇਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 65] ਅਤੇ ਬਹੁਤ ਉਸ ਉੱਤੇ ਥੁੱਕਣ ਅਤੇ ਉਹ ਦਾ ਮੂੰਹ ਢੱਕਣ ਅਤੇ ਉਹ ਨੂੰ ਮੁੱਕੇ ਮਾਰਨ ਅਤੇ ਕਹਿਣ ਲੱਗੇ, ਭਵਿੱਖਬਾਣੀ ਕਰਕੇ ਵਿਖਾ! ਅਤੇ ਸਿਪਾਹੀਆਂ ਨੇ ਉਹ ਨੂੰ ਲੈ ਕੇ ਚਪੇੜਾਂ ਮਾਰੀਆਂ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 66] ਜਾਂ ਪਤਰਸ ਹੇਠਾਂ ਵਿਹੜੇ ਵਿੱਚ ਸੀ ਪ੍ਰਧਾਨ ਜਾਜਕ ਦੀਆਂ ਗੋਲੀਆਂ ਵਿੱਚੋਂ ਇੱਕ ਆਈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 67] ਅਤੇ ਪਤਰਸ ਨੂੰ ਅੱਗ ਸੇਕਦਾ ਵੇਖ ਕੇ ਉਹ ਦੀ ਵੱਲ ਨਿਗਾਹ ਕਰ ਕੇ ਬੋਲੀ, ਤੂੰ ਵੀ ਯਿਸੂ ਨਾਸਰੀ ਦੇ ਨਾਲ ਸੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 68] ਪਰ ਉਹ ਮੁੱਕਰ ਕੇਬੋਲਿਆ, ਨਾ ਮੈਂ ਜਾਣਦਾ, ਨਾ ਮੇਰੀ ਸਮਝ ਵਿੱਚ ਆਉਂਦਾ ਹੈ ਜੋ ਤੂੰ ਕੀ ਆਖਦੀ ਹਾਂ, ਅਤੇ ਉਹ ਬਾਹਰ ਡਿਉੜੀ ਵਿੱਚ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 69] ਤਾਂ ਗੋਲੀ ਉਹ ਨੂੰ ਵੇਖ ਕੇ ਫੇਰ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਹੜੇ ਉੱਥੇ ਖੜੇ ਸਨ ਆਖਣ ਲੱਗੀ, ਇਹ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 70] ਪਰ ਉਹ ਫੇਰ ਮੁੱਕਰ ਗਿਆ ਅਤੇ ਥੋੜ੍ਹੇ ਚਿਰ ਪਿੱਛੋਂ ਫੇਰ ਉਨ੍ਹਾਂ ਨੇ ਜਿਹੜੇ ਉੱਥੇ ਖੜੇ ਸਨ ਪਤਰਸ ਨੂੰ ਕਿਹਾ, ਸੱਚ-ਮੁੱਚ ਤੂੰ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਹੈਂ ਕਿਉਂ ਜੋ ਤੂੰ ਗਲੀਲੀ ਹੈਂ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 71] ਪਰ ਉਹ ਸਰਾਪ ਦੇਣ ਅਤੇ ਸਹੁੰ ਖਾਣ ਲੱਗਾ ਕਿ ਮੈਂ ਉਸ ਮਨੁੱਖ ਨੂੰ ਜਿਹ ਦੀ ਤੁਸੀਂ ਗੱਲ ਕਰਦੇ ਹੋ ਜਾਣਦਾ ਹੀ ਨਹੀਂ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 72] ਅਤੇ ਝੱਟ ਦੂਜੀ ਵਾਰ ਮੁਰਗੇ ਨੇ ਬਾਂਗ ਦਿੱਤੀ ਅਤੇ ਪਤਰਸ ਨੂੰ ਉਹ ਗੱਲ ਚੇਤੇ ਆਈ ਜਿਹੜੀ ਯਿਸੂ ਨੇ ਉਹ ਨੂੰ ਆਖੀ ਸੀ ਜੋ ਮੁਰਗੇ ਦੇ ਦੋ ਵਾਰ ਬਾਂਗ ਦੇਣ ਤੋਂ ਪਹਿਲਾਂ ਤੂੰ ਤਿੰਨ ਵਾਰ ਮੇਰਾ ਇਨਕਾਰ ਕਰੇਂਗਾ ਅਤੇ ਉਹ ਉਸ ਗੱਲ ਨੂੰ ਸੋਚ ਕੇ ਰੋਣ ਲੱਗਾ।
