[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 1] ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਵੇਖ, ਮੈਂ ਇੱਕ ਨਾਸ ਕਰਨ ਵਾਲੀ ਹਵਾ ਚਲਾਵਾਂਗਾ, ਬਾਬਲ ਦੇ ਵਿਰੁੱਧ, ਲੇਬ-ਕਾਮਾਈ ਦੇ ਵਿਰੁੱਧ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 47] ਇਸ ਲਈ ਵੇਖੋ, ਉਹ ਦਿਨ ਆਉਂਦੇ ਹਨ, ਜਦ ਮੈਂ ਬਾਬਲ ਦੀਆਂ ਘੜ੍ਹੀਆਂ ਹੋਈਆਂ ਮੂਰਤਾਂ ਉੱਤੇ ਸਜ਼ਾ ਲਿਆਵਾਂਗਾ, ਉਹ ਦਾ ਸਾਰਾ ਦੇਸ ਸ਼ਰਮਿੰਦਾ ਹੋ ਜਾਵੇਗਾ, ਉਸ ਦੇ ਸਾਰੇ ਵੱਢੇ ਹੋਏ ਉਸ ਦੇ ਵਿਚਕਾਰ ਡਿੱਗ ਪੈਣਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 48] ਤਦ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ, ਅਤੇ ਸਭ ਜੋ ਉਹ ਦੇ ਵਿੱਚ ਹੈ, ਬਾਬਲ ਉੱਤੇ ਜੈਕਾਰਾ ਗਜਾਉਣਗੇ, ਕਿਉਂ ਜੋ ਲੁੱਟਣ ਵਾਲਾ ਉੱਤਰ ਵੱਲੋਂ ਉਸ ਦੇ ਵਿਰੁੱਧ ਆਵੇਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 49] ਜਿਵੇਂ ਬਾਬਲ ਨੇ ਇਸਰਾਏਲ ਦੇ ਵੱਢੇ ਹੋਏ ਡੇਗੇ, ਤਿਵੇਂ ਸਾਰੇ ਦੇਸ ਦੇ ਵੱਢੇ ਹੋਏ ਬਾਬਲ ਲਈ ਡਿੱਗਣਗੇ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 50] ਤੁਸੀਂ ਜਿਹੜੇ ਤਲਵਾਰ ਤੋਂ ਬਚ ਗਏ ਹੋ, ਤੁਸੀਂ ਜਾਓ ਅਤੇ ਨਾ ਖਲੋਵੋ! ਯਹੋਵਾਹ ਨੂੰ ਦੂਰੋਂ ਯਾਦ ਕਰੋ, ਯਰੂਸ਼ਲਮ ਤੁਹਾਡੇ ਦਿਲਾਂ ਉੱਤੇ ਆਵੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 51] ਅਸੀਂ ਸ਼ਰਮਿੰਦੇ ਹਾਂ ਕਿਉਂ ਜੋ ਅਸੀਂ ਤਾਹਨੇ ਸੁਣੇ ਹਨ, ਨਮੋਸ਼ੀ ਨੇ ਸਾਡੇ ਮੂੰਹਾਂ ਨੂੰ ਕੱਜ ਦਿੱਤਾ ਹੈ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੇ ਪਵਿੱਤਰ ਸਥਾਨਾਂ ਉੱਤੇ ਪਰਾਏ ਆ ਗਏ ਹਨ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 52] ਇਸ ਲਈ ਵੇਖੋ, ਉਹ ਦਿਨ ਆਉਂਦੇ ਹਨ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਜਦ ਮੈਂ ਉਸ ਦੀਆਂ ਘੜ੍ਹੀਆਂ ਹੋਈਆਂ ਮੂਰਤਾਂ ਦੀ ਖ਼ਬਰ ਲਵਾਂਗਾ, ਉਸ ਦੇ ਸਾਰੇ ਦੇਸ ਵਿੱਚ ਵੱਢੇ ਹੋਏ ਹੂੰਗਣਗੇ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 53] ਭਾਵੇਂ ਬਾਬਲ ਅਕਾਸ਼ ਉੱਤੇ ਚੜ੍ਹ ਜਾਵੇ, ਭਾਵੇਂ ਉਹ ਆਪਣੇ ਬਲਵੰਤ ਉਚਿਆਈ ਨੂੰ ਪੱਕਾ ਕਰੇ, ਤਦ ਵੀ ਮੇਰੀ ਵੱਲੋਂ ਬਰਬਾਦ ਕਰਨ ਵਾਲੇ ਉਸ ਦੇ ਉੱਤੇ ਆਉਣਗੇ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 54] ਬਾਬਲ ਵਿੱਚ ਚਿੱਲਾਉਣ ਦੀ, ਕਸਦੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚੋਂ ਵੱਡੇ ਭੰਨ ਤੋੜ ਦੀ ਅਵਾਜ਼ ਆਉਂਦੀ ਹੈ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 55] ਯਹੋਵਾਹ ਤਾਂ ਬਾਬਲ ਨੂੰ ਵਿਰਾਨ ਕਰ ਰਿਹਾ ਹੈ, ਉਸ ਦੇ ਵਿੱਚੋਂ ਵੱਡੀ ਆਵਾਜ਼ ਨੂੰ ਮਿਟਾਉਂਦਾ ਹੈ, ਉਸ ਦੀਆਂ ਠਿੱਲਾਂ ਬਹੁਤਿਆਂ ਪਾਣੀਆਂ ਵਾਂਗੂੰ ਗੱਜਦੀਆਂ ਹਨ, ਉਹਨਾਂ ਦੀ ਅਵਾਜ਼ ਦਾ ਸ਼ੋਰ ਉਠਾਇਆ ਗਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 56] ਬਰਬਾਦ ਕਰਨ ਵਾਲਾ ਉਸ ਦੇ ਉੱਤੇ, ਬਾਬਲ ਦੇ ਉੱਤੇ, ਆ ਗਿਆ ਹੈ, ਉਸ ਦੇ ਸੂਰਮੇ ਫੜੇ ਗਏ, ਉਹਨਾਂ ਦੇ ਧਣੁੱਖ ਤੋੜੇ ਜਾਂਦੇ ਹਨ, ਯਹੋਵਾਹ ਤਾਂ ਬਦਲਾ ਲੈਣ ਵਾਲਾ ਪਰਮੇਸ਼ੁਰ ਹੈ, ਉਹ ਜ਼ਰੂਰ ਬਦਲਾ ਲਵੇਗਾ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 57] ਮੈਂ ਉਸ ਦੇ ਸਰਦਾਰਾਂ ਅਤੇ ਬੁੱਧਵਾਨਾਂ ਨੂੰ ਉਸ ਦੇ ਸੂਬੇਦਾਰਾਂ, ਉਸ ਦੇ ਰਈਸਾਂ, ਉਸ ਦੇ ਸੂਰਮਿਆਂ ਨੂੰ ਖੀਵੇ ਕਰਾਂਗਾ, ਉਹ ਸਦਾ ਦੀ ਨੀਂਦ ਸੌਂ ਜਾਣਗੇ ਅਤੇ ਨਾ ਜਾਗਣਗੇ! ਰਾਜਾ ਦਾ ਵਾਕ ਹੈ ਜਿਹ ਦਾ ਨਾਮ ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 58] ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਬਾਬਲ ਦੀ ਚੌੜੀ ਸ਼ਹਿਰਪਨਾਹ ਮੁੱਢੋਂ ਢਾਹੀ ਜਾਵੇਗੀ, ਉਸ ਦੇ ਉੱਚੇ ਫਾਟਕ ਅੱਗ ਨਾਲ ਸਾੜੇ ਜਾਣਗੇ, ਲੋਕ ਫੋਕੀਆਂ ਗੱਲਾਂ ਲਈ ਮਿਹਨਤ ਕਰਨਗੇ, ਅਤੇ ਉੱਮਤਾਂ ਕੇਵਲ ਅੱਗ ਲਈ ਥੱਕ ਜਾਣਗੀਆਂ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 59] ਇਹ ਉਹ ਬਚਨ ਹੈ ਜਿਹ ਦਾ ਯਿਰਮਿਯਾਹ ਨਬੀ ਨੇ ਮਹਸੇਯਾਹ ਦੇ ਪੋਤੇ ਨੇਰੀਯਾਹ ਦੇ ਪੁੱਤਰ ਸਰਾਯਾਹ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਜਦ ਉਹ ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਸਿਦਕੀਯਾਹ ਨਾਲ ਉਹ ਦੀ ਪਾਤਸ਼ਾਹੀ ਦੇ ਚੌਥੇ ਸਾਲ ਬਾਬਲ ਨੂੰ ਗਿਆ। ਸਰਾਯਾਹ ਵੱਡਾ ਮੋਦੀ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 60] ਯਿਰਮਿਯਾਹ ਨੇ ਉਹ ਸਾਰੀ ਬੁਰਿਆਈ ਜਿਹੜੀ ਬਾਬਲ ਉੱਤੇ ਆਉਣ ਵਾਲੀ ਸੀ ਲਿਖੀ ਅਰਥਾਤ ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਜਿਹੜੀਆਂ ਬਾਬਲ ਦੇ ਬਾਰੇ ਲਿਖੀਆਂ ਗਈਆਂ ਸਨ
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 61] ਯਿਰਮਿਯਾਹ ਨੇ ਸਰਾਯਾਹ ਨੂੰ ਆਖਿਆ, ਜਦ ਤੂੰ ਬਾਬਲ ਵਿੱਚ ਆਵੇਂਗਾ ਤਾਂ ਵੇਖੀਂ ਕਿ ਤੂੰ ਇਹਨਾਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਨੂੰ ਪੜ੍ਹੇਂ
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 62] ਤਾਂ ਤੂੰ ਆਖੀਂ, ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਇਸ ਸਥਾਨ ਦੀ ਬਰਬਾਦੀ ਲਈ ਗੱਲ ਕੀਤੀ ਸੀ ਭਈ ਇਹ ਦੇ ਵਿੱਚ ਕੋਈ ਨਾ ਵੱਸੇਗਾ ਆਦਮੀ ਤੋਂ ਡੰਗਰ ਤੱਕ, ਕਿਉਂ ਜੋ ਇਹ ਸਦਾ ਲਈ ਵਿਰਾਨ ਹੋਵੇਗਾ
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 63] ਜਦ ਤੂੰ ਇਸ ਪੋਥੀ ਨੂੰ ਪੜ੍ਹ ਲਵੇਂ ਤਾਂ ਤੂੰ ਇਹ ਦੇ ਨਾਲ ਇੱਕ ਪੱਥਰ ਬੰਨ੍ਹੀਂ ਅਤੇ ਫ਼ਰਾਤ ਵਿੱਚ ਸੁੱਟ ਦੇਵੀਂ
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 64] ਤਾਂ ਤੂੰ ਆਖੀਂ, ਬਾਬਲ ਉਸ ਬੁਰਿਆਈ ਦੇ ਕਾਰਨ ਜਿਹੜੀ ਮੈਂ ਉਸ ਦੇ ਉੱਤੇ ਲਿਆਵਾਂਗਾ ਇਸੇ ਤਰ੍ਹਾਂ ਡੁੱਬ ਜਾਵੇਗਾ ਅਤੇ ਫਿਰ ਨਾ ਉੱਠੇਗਾ ਅਤੇ ਉਹ ਥੱਕ ਜਾਣਗੇ। ਯਿਰਮਿਯਾਹ ਦੀਆਂ ਗੱਲਾਂ ਇਥੋਂ ਤੱਕ ਹਨ।
