[IRV | PA | OT | Psalms | Chapter 119 | Verse 1] ਧੰਨ ਓਹ ਹਨ ਜਿਹੜੇ ਨਿਰਦੋਸ਼ ਮਾਰਗ ਤੇ ਚਲਦੇ ਹਨ, ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੀ ਬਿਵਸਥਾ ਅਨੁਸਾਰ ਚੱਲਦੇ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 80] ਮੇਰਾ ਮਨ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਵਿੱਚ ਸੰਪੂਰਨ ਹੋਵੇ ਕਿ ਮੈਂ ਲੱਜਿਆਵਾਨ ਨਾ ਹੋਵਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 81] ਮੇਰੀ ਜਾਨ ਤੇਰੀ ਮੁਕਤੀ ਲਈ ਖੁੱਸਦੀ ਹੈ, ਮੈਂ ਤੇਰੇ ਬਚਨ ਦੀ ਉਡੀਕ ਵਿੱਚ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 82] ਮੇਰੀਆਂ ਅੱਖਾਂ ਤੇਰੇ ਬਚਨ ਲਈ ਪੱਕ ਗਈਆਂ, ਮੈਂ ਆਖਦਾ ਹਾਂ, ਤੂੰ ਮੈਨੂੰ ਕਦ ਸ਼ਾਂਤੀ ਦੇਵੇਂਗਾ?
[IRV | PA | OT | Psalms | Chapter 119 | Verse 83] ਮੈਂ ਤਾਂ ਧੂੰਏਂ ਵਿੱਚ ਦੀ ਮੇਸ਼ੇਕ ਵਾਂਗੂੰ ਹੋਇਆ, ਤਾਂ ਵੀ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਮੈਂ ਨਾ ਭੁੱਲਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 84] ਤੇਰਾ ਸੇਵਕ ਕਦੋਂ ਤੱਕ ਤੇਰੀ ਉਡੀਕ ਕਰਦਾ ਰਹੇਗਾ? ਤੂੰ ਕਦੋਂ ਮੇਰਾ ਪਿੱਛਾ ਕਰਨ ਵਾਲਿਆਂ ਦਾ ਨਿਆਂ ਕਰੇਂਗਾ?
[IRV | PA | OT | Psalms | Chapter 119 | Verse 85] ਜਿਹੜੇ ਤੇਰੀ ਬਿਵਸਥਾ ਦੇ ਅਨੁਸਾਰ ਨਹੀਂ ਚੱਲਦੇ, ਉਨ੍ਹਾਂ ਹੰਕਾਰੀਆਂ ਨੇ ਮੇਰੇ ਲਈ ਟੋਏ ਪੁੱਟੇ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 86] ਤੇਰੇ ਸਾਰੇ ਹੁਕਮ ਸੱਚੇ ਹਨ, ਉਹ ਝੂਠ ਨਾਲ ਮੇਰੇ ਪਿੱਛੇ ਪਏ ਹੋਏ ਹਨ, ਤੂੰ ਮੇਰੀ ਸਹਾਇਤਾ ਕਰ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 87] ਉਹ ਧਰਤੀ ਉੱਤੋਂ ਮੈਨੂੰ ਮਿਟਾ ਦੇਣ ਨੂੰ ਸਨ, ਪਰ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਨੂੰ ਨਾ ਤਿਆਗਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 88] ਆਪਣੀ ਦਯਾ ਦੇ ਅਨੁਸਾਰ ਮੇਰੇ ਜੀਵਨ ਨੂੰ ਸੰਭਾਲ ਰੱਖ, ਤਾਂ ਮੈਂ ਤੇਰੇ ਮੂੰਹ ਦੀ ਸਾਖੀ ਦੀ ਪਾਲਣਾ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 89] ਹੇ ਯਹੋਵਾਹ, ਸਦਾ ਤੱਕ ਤੇਰਾ ਬਚਨ ਅਕਾਸ਼ ਉੱਤੇ ਸਥਿਰ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 90] ਤੇਰੀ ਵਫ਼ਾਦਾਰੀ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਹੈ, ਤੂੰ ਧਰਤੀ ਨੂੰ ਕਾਇਮ ਕੀਤਾ ਅਤੇ ਉਹ ਬਣੀ ਰਹਿੰਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 91] ਉਹ ਤੇਰੇ ਨਿਆਂਵਾਂ ਅਨੁਸਾਰ ਅੱਜ ਤੱਕ ਖੜੇ ਹਨ, ਕਿਉਂ ਜੋ ਸੱਭੋ ਤੇਰੇ ਸੇਵਕ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 92] ਜੇ ਤੇਰੀ ਬਿਵਸਥਾ ਮੇਰੀ ਖੁਸ਼ੀ ਨਾ ਹੁੰਦੀ, ਤਾਂ ਮੈਂ ਆਪਣੇ ਦੁੱਖ ਵਿੱਚ ਨਾਸ ਹੋ ਜਾਂਦਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 93] ਤੇਰੇ ਫ਼ਰਮਾਨ ਮੈਂ ਕਦੇ ਨਾ ਭੁੱਲਾਂਗਾ, ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨਾਲ ਤੂੰ ਮੈਨੂੰ ਜਿਉਂਦਿਆ ਰੱਖਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 94] ਮੈਂ ਤੇਰਾ ਹੀ ਹਾਂ, ਮੈਨੂੰ ਬਚਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਦਾ ਤਾਲਿਬ ਰਿਹਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 95] ਦੁਸ਼ਟ ਮੇਰੇ ਨਾਸ ਕਰਨ ਲਈ ਘਾਤ ਵਿੱਚ ਬੈਠੇ ਸਨ, ਪਰ ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਦਾ ਵਿਚਾਰ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 96] ਸਾਰੇ ਕਮਾਲ ਦਾ ਅੰਤ ਮੈਂ ਵੇਖਿਆ, ਪਰ ਤੇਰੇ ਹੁਕਮ ਬੇਅੰਤ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 97] ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਨਾਲ ਕਿੰਨੀ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ, ਦਿਨ ਭਰ ਮੈਂ ਉਹ ਦੇ ਵਿੱਚ ਲੀਨ ਰਹਿੰਦਾ ਹਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 98] ਤੂੰ ਆਪਣੇ ਹੁਕਮਨਾਮੇ ਤੋਂ ਮੈਨੂੰ ਮੇਰੇ ਵੈਰੀਆਂ ਤੋਂ ਬੁੱਧਵਾਨ ਬਣਾਉਂਦਾ ਹੈਂ, ਕਿਉਂ ਜੋ ਉਹ ਸਦਾ ਮੇਰੇ ਨਾਲ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 99] ਮੈਂ ਆਪਣੇ ਸਾਰੇ ਗੁਰੂਆਂ ਨਾਲੋਂ ਵੱਧ ਗਿਆਨ ਰੱਖਦਾ ਹਾਂ, ਕਿਉਂ ਜੋ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਵਿੱਚ ਮੈਂ ਲੀਨ ਰਹਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 100] ਬਜ਼ੁਰਗਾਂ ਨਾਲੋਂ ਮੈਂ ਬਹੁਤ ਜਾਂਚਦਾ ਹਾਂ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਨੂੰ ਮੈਂ ਸਾਂਭਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 101] ਮੈਂ ਆਪਣੇ ਪੈਰਾਂ ਨੂੰ ਹਰ ਬੁਰੇ ਮਾਰਗ ਤੋਂ ਰੋਕ ਰੱਖਿਆ ਹੈ, ਤਾਂ ਜੋ ਮੈਂ ਤੇਰੇ ਬਚਨ ਦੀ ਪਾਲਣਾ ਕਰਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 102] ਤੇਰਿਆਂ ਨਿਆਂਵਾਂ ਤੋਂ ਮੈਂ ਨਹੀਂ ਹਟਿਆ, ਕਿਉਂ ਜੋ ਤੂੰ ਮੈਨੂੰ ਸਿੱਖਿਆ ਦਿੱਤੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 103] ਤੇਰੇ ਬਚਨ ਮੇਰੇ ਤਾਲੂ ਨੂੰ ਕੇਡੇ ਮਿੱਠੇ ਲੱਗਦੇ ਹਨ, ਸ਼ਹਿਦ ਨਾਲੋਂ ਵੀ ਮੇਰੇ ਮੂੰਹ ਵਿੱਚ ਵੱਧ ਮਿੱਠੇ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 104] ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਨਾਲ ਮੈਨੂੰ ਸਮਝ ਮਿਲਦੀ ਹੈ, ਇਸ ਲਈ ਮੈਂ ਹਰ ਝੂਠੇ ਮਾਰਗ ਤੋਂ ਵੈਰ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 105] ਤੇਰਾ ਬਚਨ ਮੇਰੇ ਪੈਰਾਂ ਲਈ ਦੀਪਕ, ਅਤੇ ਮੇਰੇ ਰਾਹ ਦਾ ਚਾਨਣ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 106] ਮੈਂ ਸਹੁੰ ਖਾਧੀ ਅਤੇ ਉਹ ਨੂੰ ਪੱਕਾ ਵੀ ਕੀਤਾ, ਕਿ ਮੈਂ ਤੇਰੇ ਧਰਮ ਦੇ ਨਿਆਂਵਾਂ ਦੀ ਪਾਲਣਾ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 107] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਬਹੁਤ ਹੀ ਦੁਖੀ ਹੋਇਆ ਹਾਂ, ਤੂੰ ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ ਮੈਨੂੰ ਜਿਉਂਦਾ ਰੱਖ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 108] ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਮੂੰਹ ਦੀਆਂ ਖੁਸ਼ੀ ਦੀਆਂ ਭੇਟਾਂ ਨੂੰ ਕਿਰਪਾ ਕਰਕੇ ਕਬੂਲ ਕਰ, ਅਤੇ ਆਪਣਾ ਨਿਆਂ ਮੈਨੂੰ ਸਿਖਲਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 109] ਮੇਰੀ ਜਾਨ ਹਰ ਵੇਲੇ ਤਲੀ ਉੱਤੇ ਹੈ, ਪਰ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਨੂੰ ਨਹੀਂ ਭੁੱਲਦਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 110] ਦੁਸ਼ਟਾਂ ਨੇ ਮੇਰੇ ਲਈ ਇੱਕ ਫਾਹੀ ਲਾਈ ਹੈ, ਪਰ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਤੋਂ ਬੇਮੁੱਖ ਨਹੀਂ ਹੋਇਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 111] ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਨੂੰ ਸਦਾ ਲਈ ਮਿਰਾਸ ਵਿੱਚ ਲਿਆ ਹੈ, ਉਹ ਤਾਂ ਮੇਰੇ ਮਨ ਦੀ ਖੁਸ਼ੀ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 112] ਮੈਂ ਆਪਣੇ ਮਨ ਨੂੰ ਇਸ ਗੱਲ ਵੱਲ ਲਾਇਆ ਹੈ, ਕਿ ਮੈਂ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਅੰਤ ਤੱਕ ਸਦਾ ਹੀ ਪੂਰਾ ਕਰਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 113] ਮੈਂ ਦੁਚਿੱਤਿਆਂ ਨਾਲ ਖੁਣਸ ਕਰਦਾ ਹਾਂ, ਪਰ ਤੇਰੀ ਬਿਵਸਥਾ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 114] ਤੂੰ ਮੇਰੀ ਪਨਾਹਗਾਰ ਤੇ ਮੇਰੀ ਢਾਲ਼ ਹੈਂ, ਮੈਂ ਤੇਰੇ ਬਚਨ ਦੀ ਆਸਾ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 115] ਹੇ ਬਦਕਾਰੋ, ਮੇਰੇ ਕੋਲੋਂ ਦੂਰ ਹੋਵੋ, ਕਿ ਮੈਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੁਕਮਾਂ ਨੂੰ ਮੰਨਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 116] ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ ਮੈਨੂੰ ਥਮ ਕਿ ਮੈਂ ਜਿਉਂਦਾ ਰਹਾਂ, ਅਤੇ ਆਪਣੀ ਤਾਂਘ ਤੋਂ ਸ਼ਰਮਿੰਦਾ ਨਾ ਹੋਵਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 117] ਮੈਨੂੰ ਸਾਂਭ ਤਾਂ ਮੈਂ ਬਚ ਜਾਂਵਾਂਗਾ, ਅਤੇ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਤੇ ਸਦਾ ਗੌਰ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 118] ਜਿਹੜੇ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਤੋਂ ਬੇਮੁੱਖ ਹੋ ਜਾਂਦੇ ਹਨ ਉਨ੍ਹਾਂ ਨੂੰ ਤੂੰ ਸੁੱਟ ਦਿੱਤਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੀ ਚਲਾਕੀ ਫ਼ਰੇਬ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 119] ਧਰਤੀ ਦੇ ਸਾਰੇ ਦੁਸ਼ਟਾਂ ਨੂੰ ਖੋਟ ਵਾਂਗੂੰ ਦੂਰ ਸੁੱਟਦਾ ਹੈਂ, ਤਾਂ ਹੀ ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 120] ਤੇਰੇ ਭੈਅ ਦੇ ਮਾਰੇ ਮੇਰਾ ਸਰੀਰ ਕੰਬਦਾ ਹੈ, ਅਤੇ ਮੈਂ ਤੇਰੇ ਨਿਆਂਵਾਂ ਤੋਂ ਡਰਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 121] ਮੈਂ ਨਿਆਂ ਤੇ ਧਰਮ ਕੀਤਾ ਹੈ, ਤੂੰ ਮੈਨੂੰ ਮੇਰੇ ਦਬਾਉਣ ਵਾਲਿਆਂ ਕੋਲ ਨਾ ਛੱਡ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 122] ਭਲਿਆਈ ਲਈ ਆਪਣੇ ਸੇਵਕ ਦਾ ਜਾਮਨ ਬਣ, ਹੰਕਾਰੀ ਮੈਨੂੰ ਨਾ ਦਬਾਉਣ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 123] ਮੇਰੀਆਂ ਅੱਖਾਂ ਤੇਰੇ ਬਚਾਓ ਲਈ ਅਤੇ ਤੇਰੇ ਸੱਚੇ ਬਚਨ ਲਈ ਪੱਕ ਗਈਆਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 124] ਤੂੰ ਆਪਣੇ ਸੇਵਕ ਨਾਲ ਆਪਣੀ ਦਯਾ ਅਨੁਸਾਰ ਵਰਤ, ਅਤੇ ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਮੈਨੂੰ ਸਿਖਲਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 125] ਮੈਂ ਤੇਰਾ ਸੇਵਕ ਹਾਂ, ਮੈਨੂੰ ਸਮਝ ਬਖਸ਼, ਕਿ ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਨੂੰ ਜਾਣਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 126] ਇਹ ਯਹੋਵਾਹ ਦੇ ਕੰਮ ਦਾ ਵੇਲਾ ਹੈ, ਉਨ੍ਹਾਂ ਨੇ ਤੇਰੀ ਬਿਵਸਥਾ ਨੂੰ ਅਕਾਰਥ ਬਣਾਇਆ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 127] ਇਸ ਲਈ ਮੈਂ ਤੇਰੇ ਹੁਕਮਾਂ ਨਾਲ ਸੋਨੇ, ਸਗੋਂ ਕੁੰਦਨ ਸੋਨੇ ਨਾਲੋਂ ਵੱਧ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 128] ਇਸ ਲਈ ਮੈਂ ਤੇਰੇ ਸਾਰੇ ਦੇ ਸਾਰੇ ਫ਼ਰਮਾਨ ਠੀਕ ਸਮਝਦਾ ਹਾਂ, ਅਤੇ ਹਰ ਝੂਠੇ ਮਾਰਗ ਤੋਂ ਘਿਣ ਕਰਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 129] ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਅਚਰਜ਼ ਹਨ, ਇਸ ਲਈ ਮੇਰੀ ਜਾਨ ਉਨ੍ਹਾਂ ਦੀ ਪਾਲਣਾ ਕਰਦੀ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 130] ਤੇਰੇ ਬਚਨਾਂ ਦਾ ਖੋਲ੍ਹਣਾ ਚਾਨਣ ਦਿੰਦਾ ਹੈ, ਉਹ ਸਿੱਧੇ ਸਾਧੇ ਲੋਕਾਂ ਨੂੰ ਸਮਝ ਬਖਸ਼ਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 131] ਮੈਂ ਆਪਣਾ ਮੂੰਹ ਖੋਲ੍ਹ ਕੇ ਹੌਂਕਿਆ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਲੋਚਦਾ ਸੀ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 132] ਮੇਰੀ ਵੱਲ ਮੂੰਹ ਕਰ ਤੇ ਮੇਰੇ ਉੱਤੇ ਕਿਰਪਾ ਕਰ, ਜਿਵੇਂ ਤੂੰ ਆਪਣੇ ਨਾਮ ਦੇ ਪ੍ਰੀਤ ਪਾਲਣ ਵਾਲਿਆਂ ਦੇ ਨਾਲ ਕਰਦਾ ਹੁੰਦਾ ਸੀ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 133] ਤੂੰ ਆਪਣੇ ਬਚਨ ਉੱਤੇ ਮੇਰੇ ਕਦਮਾਂ ਨੂੰ ਜਮਾਂ ਦੇ, ਕਿ ਕੋਈ ਬਦੀ ਮੇਰੇ ਉੱਤੇ ਹਕੂਮਤ ਨਾ ਕਰੇ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 134] ਆਦਮੀ ਦੇ ਦਬਾਓ ਤੋਂ ਮੈਨੂੰ ਛੁਡਾ, ਕਿ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਦੀ ਪਾਲਣਾ ਕਰਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 135] ਆਪਣੇ ਮੁੱਖੜੇ ਦੀ ਚਮਕ ਆਪਣੇ ਸੇਵਕ ਨੂੰ ਵਿਖਾ, ਅਤੇ ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਸਾਨੂੰ ਸਿਖਲਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 136] ਪਾਣੀ ਦੀਆਂ ਧਾਰਾਂ ਮੇਰੀਆਂ ਅੱਖਾਂ ਤੋਂ ਵਗਦੀਆਂ ਹਨ, ਕਿਉਂ ਜੋ ਓਹ ਤੇਰੀ ਬਿਵਸਥਾ ਦੀ ਪਾਲਣਾ ਨਹੀਂ ਕਰਦੀਆਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 137] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਧਰਮੀ ਹੈਂ, ਅਤੇ ਤੇਰੇ ਨਿਆਂ ਸਿੱਧੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 138] ਤੂੰ ਆਪਣੀਆਂ ਸਾਖੀਆਂ ਦਾ ਹੁਕਮ ਧਰਮ ਤੇ ਪੂਰੀ ਵਫ਼ਾਦਾਰੀ ਨਾਲ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 139] ਮੇਰੀ ਗ਼ੈਰਤ ਨੇ ਮੈਨੂੰ ਖ਼ਤਮ ਕੀਤਾ, ਕਿਉਂ ਜੋ ਮੇਰੇ ਵਿਰੋਧੀ ਤੇਰੇ ਬਚਨ ਭੁੱਲ ਗਏ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 140] ਤੇਰਾ ਬਚਨ ਅੱਤ ਤਾਇਆ ਹੋਇਆ ਹੈ, ਅਤੇ ਤੇਰਾ ਸੇਵਕ ਉਸ ਨਾਲ ਪ੍ਰੀਤ ਲਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 141] ਮੈਂ ਨਿੱਕਾ ਜਿਹਾ ਤੇ ਤੁੱਛ ਹਾਂ, ਤਾਂ ਵੀ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨ ਨਹੀਂ ਭੁੱਲਿਆ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 142] ਤੇਰਾ ਧਰਮ ਸਦਾ ਦਾ ਧਰਮ ਹੈ, ਅਤੇ ਤੇਰੀ ਬਿਵਸਥਾ ਸੱਚ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 143] ਦੁੱਖ ਤੇ ਰੰਜ ਮੈਨੂੰ ਲੱਭਾ, ਪਰ ਤੇਰੇ ਹੁਕਮ ਮੇਰੀ ਖੁਸ਼ੀ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 144] ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਸਦਾ ਤੱਕ ਧਰਮ ਦੀਆਂ ਹਨ, ਮੈਨੂੰ ਸਮਝ ਦੇ ਤਾਂ ਮੈਂ ਜਿਉਂਦਾ ਰਹਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 145] ਮੈਂ ਆਪਣੇ ਸਾਰੇ ਮਨ ਨਾਲ ਪੁਕਾਰਿਆ, ਹੇ ਯਹੋਵਾਹ, ਮੈਨੂੰ ਉੱਤਰ ਦੇ, ਮੈਂ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਸਾਂਭ ਰੱਖਾਂਗਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 146] ਮੈਂ ਤੈਨੂੰ ਪੁਕਾਰਿਆ, ਮੈਨੂੰ ਬਚਾ ਲੈ, ਅਤੇ ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਦੀ ਪਾਲਣਾ ਕਰਾਂਗਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 147] ਮੈਂ ਪਹੁ ਫੁੱਟਣ ਤੋਂ ਪਹਿਲਾਂ ਉੱਠਿਆ ਤੇ ਦੁਹਾਈ ਦਿੱਤੀ, ਮੈਂ ਤੇਰੇ ਬਚਨ ਲਈ ਆਸਾ ਰੱਖੀ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 148] ਮੇਰੀਆਂ ਅੱਖਾਂ ਰਾਤ ਦੇ ਪਹਿਰਾਂ ਤੋਂ ਅੱਗੇ ਖੁੱਲ੍ਹੀਆਂ ਰਹੀਆਂ, ਕਿ ਤੇਰੇ ਬਚਨ ਵਿੱਚ ਲੀਨ ਹੋਵਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 149] ਆਪਣੀ ਕਿਰਪਾ ਅਨੁਸਾਰ ਮੇਰੀ ਅਵਾਜ਼ ਸੁਣ ਲੈ, ਹੇ ਯਹੋਵਾਹ, ਆਪਣੇ ਨਿਆਂ ਅਨੁਸਾਰ ਮੈਨੂੰ ਜਿਉਂਦਾ ਰੱਖ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 150] ਖੋਟ ਦਾ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਨੇੜੇ ਆ ਗਏ ਹਨ, ਓਹ ਤੇਰੀ ਬਿਵਸਥਾ ਤੋਂ ਦੂਰ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 151] ਤੂੰ ਵੀ, ਹੇ ਯਹੋਵਾਹ, ਨੇੜੇ ਹੈਂ, ਅਤੇ ਤੇਰੇ ਸਾਰੇ ਹੁਕਮ ਸੱਚੇ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 152] ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਤੋਂ ਮੈਂ ਚਿਰੋਕਣਾ ਹੀ ਜਾਣਿਆ, ਕਿ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਸਦਾ ਦੇ ਲਈ ਕਾਇਮ ਕੀਤਾ ਹੈ!।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 153] ਮੇਰੇ ਦੁੱਖ ਦੇ ਵੇਲੇ ਵੇਖ ਤੇ ਮੈਨੂੰ ਛੁਡਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਨੂੰ ਨਹੀਂ ਵਿਸਾਰਿਆ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 154] ਮੇਰਾ ਮੁਦੱਪਾ ਲੜ ਤੇ ਮੈਨੂੰ ਛੁਟਕਾਰਾ ਦੇ, ਆਪਣੇ ਬਚਨ ਨਾਲ ਮੈਨੂੰ ਜਿਉਂਦਾ ਰੱਖ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 155] ਮੁਕਤੀ ਦੁਸ਼ਟਾਂ ਤੋਂ ਦੂਰ ਹੈ, ਇਸ ਲਈ ਕਿ ਓਹ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਨਹੀਂ ਭਾਲਦੇ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 156] ਹੇ ਯਹੋਵਾਹ, ਤੇਰੇ ਰਹਮ ਬਹੁਤ ਸਾਰੇ ਹਨ, ਆਪਣੇ ਨਿਆਂਵਾਂ ਅਨੁਸਾਰ ਮੈਨੂੰ ਜਿਉਂਦਾ ਰੱਖ!
