[IRV | PA | NT | John | Chapter 6 | Verse 1] ਇਸ ਤੋਂ ਬਾਅਦ ਯਿਸੂ ਗਲੀਲ ਦੀ ਝੀਲ ਅਰਥਾਤ ਤਿਬਿਰਿਯਾਸ ਦੀ ਝੀਲ ਦੇ ਪਾਰ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | John | Chapter 6 | Verse 54] ਉਹ ਮਨੁੱਖ ਜਿਹੜਾ ਮੇਰਾ ਮਾਸ ਖਾਂਦਾ ਹੈ ਅਤੇ ਲਹੂ ਪੀਂਦਾ ਹੈ ਸਦੀਪਕ ਜੀਵਨ ਉਸੇ ਦਾ ਹੈ ਅਤੇ ਮੈਂ ਉਸ ਨੂੰ ਆਖਰੀ ਦਿਨ ਪ੍ਰਗਟ ਕਰਾਂਗਾ।
[IRV | PA | NT | John | Chapter 6 | Verse 55] ਮੇਰਾ ਸਰੀਰ ਸੱਚ-ਮੁੱਚ ਖਾਣ ਅਤੇ ਮੇਰਾ ਲਹੂ ਸੱਚ-ਮੁੱਚ ਪੀਣ ਦੀ ਵਸਤੂ ਹੈ।
[IRV | PA | NT | John | Chapter 6 | Verse 56] ਉਹ ਜਿਹੜਾ ਮੇਰਾ ਮਾਸ ਖਾਂਦਾ ਅਤੇ ਮੇਰਾ ਲਹੂ ਪੀਂਦਾ ਮੇਰੇ ਵਿੱਚ ਮੈਂ ਉਸ ਵਿੱਚ ਅਤੇ ਉਹ ਮੇਰੇ ਵਿੱਚ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 6 | Verse 57] ਜਿਉਂਦੇ ਪਿਤਾ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਅਤੇ ਮੈਂ ਪਿਤਾ ਰਾਹੀਂ ਜਿਉਂਦਾ ਹਾਂ। ਇਸ ਲਈ ਜੋ ਮੈਨੂੰ ਖਾਂਦਾ ਹੈ ਮੇਰੇ ਰਾਹੀਂ ਜੀਵੇਗਾ।
[IRV | PA | NT | John | Chapter 6 | Verse 58] ਮੈਂ ਉਸ ਰੋਟੀ ਵਰਗਾ ਨਹੀਂ ਹਾਂ, ਜਿਹੜੀ ਸਾਡੇ ਵੱਡਿਆਂ ਨੇ ਉਜਾੜ ਵਿੱਚ ਖਾਧੀ ਸੀ। ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਰੋਟੀ ਖਾਧੀ ਪਰ ਬਾਕੀ ਲੋਕਾਂ ਵਾਂਗੂੰ, ਉਹ ਵੀ ਮਰ ਗਏ ਮੈਂ ਸਵਰਗ ਤੋਂ ਉੱਤਰੀ ਰੋਟੀ ਹਾਂ ਅਤੇ ਜੋ ਇਹ ਰੋਟੀ ਖਾਵੇਗਾ ਉਹ ਸਦੀਪਕ ਜੀਵੇਗਾ।”
[IRV | PA | NT | John | Chapter 6 | Verse 59] ਜਦੋਂ ਯਿਸੂ ਕਫ਼ਰਨਾਹੂਮ ਦੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਉਪਦੇਸ਼ ਦੇ ਰਿਹਾ ਸੀ ਉਸ ਨੇ ਇਹ ਸਭ ਗੱਲਾਂ ਆਖੀਆਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 60] ਉਸ ਦੇ ਬਹੁਤ ਸਾਰੇ ਚੇਲਿਆਂ ਨੇ ਇਹ ਸੁਣ ਕੇ ਆਖਿਆ, “ਇਹ ਉਪਦੇਸ਼ ਬਹੁਤ ਮੁਸ਼ਕਿਲ ਹੈ। ਕੌਣ ਇਸ ਉਪਦੇਸ਼ ਨੂੰ ਕਬੂਲ ਕਰ ਸਕਦਾ ਹੈ?”
[IRV | PA | NT | John | Chapter 6 | Verse 61] ਯਿਸੂ ਜਾਣਦਾ ਸੀ ਕਿ ਉਸ ਦੇ ਚੇਲੇ ਇਸ ਬਾਰੇ ਬੁੜਬੁੜਾ ਰਹੇ ਸਨ ਇਸ ਲਈ ਉਸ ਨੇ ਕਿਹਾ, “ਕੀ ਇਹ ਉਪਦੇਸ਼ ਤੋਂ ਤੁਹਾਨੂੰ ਠੋਕਰ ਲੱਗਦੀ ਹੈ?
[IRV | PA | NT | John | Chapter 6 | Verse 62] ਤਾਂ ਕੀ ਤੁਸੀਂ ਉਦੋਂ ਹੋਰ ਵੀ ਵਧੇਰੇ ਪਰੇਸ਼ਾਨ ਨਹੀਂ ਹੋਵੋਂਗੇ ਜਦੋਂ ਤੁਸੀਂ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਨੂੰ ਸਵਰਗ ਵਿੱਚ ਜਾਂਦਿਆਂ ਵੇਖੋਂਗੇ, ਜਿੱਥੋਂ ਉਹ ਆਇਆ ਸੀ?
[IRV | PA | NT | John | Chapter 6 | Verse 63] ਇਹ ਸਰੀਰ ਨਹੀਂ ਹੈ ਜੋ ਜੀਵਨ ਦਿੰਦਾ ਹੈ ਸਗੋਂ ਇਹ ਆਤਮਾ ਹੈ ਜੋ ਜੀਵਨ ਦਿੰਦਾ ਹੈ। ਜੋ ਗੱਲਾਂ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖੀਆਂ ਹਨ ਉਹ ਆਤਮਾ ਹਨ, ਇਸ ਲਈ ਇਹ ਗੱਲਾਂ ਜੀਵਨ ਦਿੰਦੀਆਂ ਹਨ।
[IRV | PA | NT | John | Chapter 6 | Verse 64] ਪਰ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕੁਝ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ।” ਯਿਸੂ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਸ਼ੁਰੂ ਤੋਂ ਹੀ ਜਾਣਦਾ ਸੀ ਜਿਨ੍ਹਾਂ ਨੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕੀਤਾ। ਅਤੇ ਉਹ ਇਹ ਵੀ ਜਾਣਦਾ ਸੀ ਕਿ ਉਹ ਕੌਣ ਹੈ ਜੋ ਉਸ ਦੇ ਵਿਰੁੱਧ ਹੋਵੇਗਾ।
[IRV | PA | NT | John | Chapter 6 | Verse 65] ਯਿਸੂ ਨੇ ਕਿਹਾ “ਇਸੇ ਲਈ ਮੈਂ ਤੁਹਾਨੂੰ ਕਿਹਾ ਸੀ, ਕਿ ਜਦੋਂ ਤੱਕ ਪਿਤਾ ਕਿਸੇ ਮਨੁੱਖ ਨੂੰ ਮੇਰੇ ਕੋਲ ਆਉਣ ਨਹੀਂ ਦਿੰਦਾ, ਉਹ ਮੇਰੇ ਕੋਲ ਨਹੀਂ ਆ ਸਕਦਾ।”
[IRV | PA | NT | John | Chapter 6 | Verse 66] ਇਸੇ ਕਰਕੇ ਯਿਸੂ ਦੇ ਬਹੁਤੇ ਚੇਲਿਆਂ ਨੇ ਉਸ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਅਤੇ ਭਵਿੱਖ ਵਿੱਚ ਉਸ ਦੇ ਨਾਲ ਨਾ ਚਲੇ।
[IRV | PA | NT | John | Chapter 6 | Verse 67] ਯਿਸੂ ਨੇ ਬਾਰ੍ਹਾਂ ਚੇਲਿਆਂ ਨੂੰ ਆਖਿਆ, “ਕੀ ਤੁਸੀਂ ਵੀ ਜਾਣਾ ਚਾਹੁੰਦੇ ਹੋ?”
[IRV | PA | NT | John | Chapter 6 | Verse 68] ਸ਼ਮਊਨ ਪਤਰਸ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਪ੍ਰਭੂ! ਅਸੀਂ ਕਿਸ ਦੇ ਕੋਲ ਜਾਈਏ? ਤੇਰੇ ਕੋਲ ਸਦੀਪਕ ਜੀਵਨ ਦੀਆਂ ਗੱਲਾਂ ਹਨ।
[IRV | PA | NT | John | Chapter 6 | Verse 69] ਸਾਨੂੰ ਤੇਰੇ ਤੇ ਵਿਸ਼ਵਾਸ ਹੈ, ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਤੁਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪਵਿੱਤਰ ਪੁਰਖ ਹੋ”
[IRV | PA | NT | John | Chapter 6 | Verse 70] ਤਾਂ ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮੈਂ ਤੁਹਾਨੂੰ ਬਾਰ੍ਹਾਂ ਨੂੰ ਚੁਣਿਆ ਹੈ ਪਰ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਇੱਕ ਸ਼ੈਤਾਨ ਹੈ।”
[IRV | PA | NT | John | Chapter 6 | Verse 71] ਯਿਸੂ ਸ਼ਮਊਨ ਇਸਕਰਿਯੋਤੀ ਦੇ ਪੁੱਤਰ ਯਹੂਦਾ ਬਾਰੇ ਆਖ ਰਿਹਾ ਸੀ, ਉਹ ਬਾਰ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਸੀ ਪਰ ਉਸ ਨੇ ਯਿਸੂ ਨੂੰ ਫੜਾਉਣਾ ਸੀ।
