[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 1] طُوبَى لِلْكَامِلِينَ طَرِيقًا، ٱلسَّالِكِينَ فِي شَرِيعَةِ ٱلرَّبِّ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 142] عَدْلُكَ عَدْلٌ إِلَى ٱلدَّهْرِ، وَشَرِيعَتُكَ حَقٌّ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 143] ضِيْقٌ وَشِدَّةٌ أَصَابَانِي، أَمَّا وَصَايَاكَ فَهِيَ لَذَّاتِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 144] عَادِلَةٌ شَهَادَاتُكَ إِلَى ٱلدَّهْرِ. فَهِّمْنِي فَأَحْيَا. ق
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 145] صَرَخْتُ مِنْ كُلِّ قَلْبِي. ٱسْتَجِبْ لِي يَارَبُّ. فَرَائِضَكَ أَحْفَظُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 146] دَعَوْتُكَ. خَلِّصْنِي، فَأَحْفَظَ شَهَادَاتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 147] تَقَدَّمْتُ فِي ٱلصُّبْحِ وَصَرَخْتُ. كَلَامَكَ ٱنْتَظَرْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 148] تَقَدَّمَتْ عَيْنَايَ ٱلْهُزُعَ، لِكَيْ أَلْهَجَ بِأَقْوَالِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 149] صَوْتِيَ ٱسْتَمِعْ حَسَبَ رَحْمَتِكَ. يَارَبُّ، حَسَبَ أَحْكَامِكَ أَحْيِنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 150] ٱقْتَرَبَ ٱلتَّابِعُونَ ٱلرَّذِيلَةَ. عَنْ شَرِيعَتِكَ بَعُدُوا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 151] قَرِيبٌ أَنْتَ يَارَبُّ، وَكُلُّ وَصَايَاكَ حَقٌّ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 152] مُنْذُ زَمَانٍ عَرَفْتُ مِنْ شَهَادَاتِكَ أَنَّكَ إِلَى ٱلدَّهْرِ أَسَّسْتَهَا. ر
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 153] اُنْظُرْ إِلَى ذُلِّي وَأَنْقِذْنِي، لِأَنِّي لَمْ أَنْسَ شَرِيعَتَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 154] أَحْسِنْ دَعْوَايَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 155] ٱلْخَلَاصُ بَعِيدٌ عَنِ ٱلْأَشْرَارِ، لِأَنَّهُمْ لَمْ يَلْتَمِسُوا فَرَائِضَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 156] كَثِيرَةٌ هِيَ مَرَاحِمُكَ يَارَبُّ. حَسَبَ أَحْكَامِكَ أَحْيِنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 157] كَثِيرُونَ مُضْطَهِدِيَّ وَمُضَايِقِيَّ، أَمَّا شَهَادَاتُكَ فَلَمْ أَمِلْ عَنْهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 158] رَأَيْتُ ٱلْغَادِرِينَ وَمَقَتُّ، لِأَنَّهُمْ لَمْ يَحْفَظُوا كَلِمَتَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 159] ٱنْظُرْ أَنِّي أَحْبَبْتُ وَصَايَاكَ. يَارَبُّ، حَسَبَ رَحْمَتِكَ أَحْيِنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 160] رَأْسُ كَلَامِكَ حَقٌّ، وَإِلَى ٱلدَّهْرِ كُلُّ أَحْكَامِ عَدْلِكَ. ش
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 161] رُؤَسَاءُ ٱضْطَهَدُونِي بِلَا سَبَبٍ، وَمِنْ كَلَامِكَ جَزِعَ قَلْبِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 162] أَبْتَهِجُ أَنَا بِكَلَامِكَ كَمَنْ وَجَدَ غَنِيمَةً وَافِرَةً.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 163] أَبْغَضْتُ ٱلْكَذِبَ وَكَرِهْتُهُ، أَمَّا شَرِيعَتُكَ فَأَحْبَبْتُهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 164] سَبْعَ مَرَّاتٍ فِي ٱلنَّهَارِ سَبَّحْتُكَ عَلَى أَحْكَامِ عَدْلِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 165] سَلَامَةٌ جَزِيلَةٌ لِمُحِبِّي شَرِيعَتِكَ، وَلَيْسَ لَهُمْ مَعْثَرَةٌ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 166] رَجَوْتُ خَلَاصَكَ يَارَبُّ، وَوَصَايَاكَ عَمِلْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 167] حَفِظَتْ نَفْسِي شَهَادَاتِكَ، وَأُحِبُّهَا جِدًّا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 168] حَفِظْتُ وَصَايَاكَ وَشَهَادَاتِكَ، لِأَنَّ كُلَّ طُرُقِي أَمَامَكَ. ت
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 169] لِيَبْلُغْ صُرَاخِي إِلَيْكَ يَارَبُّ. حَسَبَ كَلَامِكَ فَهِّمْنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 170] لِتَدْخُلْ طِلْبَتِي إِلَى حَضْرَتِكَ. كَكَلِمَتِكَ نَجِّنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 171] تُنَبِّعُ شَفَتَايَ تَسْبِيحًا إِذَا عَلَّمْتَنِي فَرَائِضَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 172] يُغَنِّي لِسَانِي بِأَقْوَالِكَ، لِأَنَّ كُلَّ وَصَايَاكَ عَدْلٌ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 173] لِتَكُنْ يَدُكَ لِمَعُونَتِي، لِأَنَّنِي ٱخْتَرْتُ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 174] ٱشْتَقْتُ إِلَى خَلَاصِكَ يَارَبُّ، وَشَرِيعَتُكَ هِيَ لَذَّتِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 175] لِتَحْيَ نَفْسِي وَتُسَبِّحَكَ، وَأَحْكَامُكَ لِتُعِنِّي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 176] ضَلَلْتُ، كَشَاةٍ ضَالَّةٍ. ٱطْلُبْ عَبْدَكَ، لِأَنِّي لَمْ أَنْسَ وَصَايَاكَ.
