[IRV | PA | NT | Luke | Chapter 1 | Verse 1] ਇਸ ਲਈ ਬਹੁਤਿਆਂ ਲੋਕਾਂ ਨੇ, ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਇਤਹਾਸ ਲਿਖਣ ਦਾ ਫੈਸਲਾ ਕੀਤਾ ਜੋ ਸਾਡੇ ਵਿੱਚ ਪੂਰੀਆਂ ਹੋਈਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 65] ਤਦ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਸਾਰੇ ਰਹਿਣ ਵਾਲੇ ਡਰ ਗਏ ਅਤੇ ਯਹੂਦਿਯਾ ਦੇ ਸਾਰੇ ਪਹਾੜੀ ਦੇਸ ਵਿੱਚ ਇਨ੍ਹਾਂ ਸਭ ਗੱਲਾਂ ਦੀ ਚਰਚਾ ਫੈਲ ਗਈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 66] ਅਤੇ ਸਭ ਸੁਣਨ ਵਾਲਿਆਂ ਨੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਵਿਚਾਰ ਕੀਤਾ ਅਤੇ ਕਿਹਾ, ਭਲਾ, ਇਹ ਬਾਲਕ ਕਿਹੋ ਜਿਹਾ ਹੋਵੇਗਾ? ਕਿਉਂ ਜੋ ਪ੍ਰਭੂ ਦਾ ਹੱਥ ਉਸ ਦੇ ਨਾਲ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 67] ਤਦ ਉਸ ਦਾ ਪਿਤਾ ਜ਼ਕਰਯਾਹ ਪਵਿੱਤਰ ਆਤਮਾ ਨਾਲ ਭਰ ਗਿਆ ਅਤੇ ਭਵਿੱਖਬਾਣੀ ਕਰ ਕੇ ਆਖਣ ਲੱਗਾ -
[IRV | PA | NT | Luke | Chapter 1 | Verse 68] ਧੰਨ ਹੈ ਪ੍ਰਭੂ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ, ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਪਣੀ ਪਰਜਾ ਉੱਤੇ ਨਿਗਾਹ ਕੀਤੀ, ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਛੁਟਕਾਰਾ ਦਿੱਤਾ ਹੈ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 69] ਅਤੇ ਸਾਡੇ ਲਈ ਆਪਣੇ ਦਾਸ ਦਾਊਦ ਦੇ ਵੰਸ਼ ਵਿੱਚ ਮੁਕਤੀ ਦਾ ਸਿੰਗ ਖੜ੍ਹਾ ਕੀਤਾ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 70] ਜਿਵੇਂ ਉਸ ਨੇ ਆਪਣੇ ਪਵਿੱਤਰ ਨਬੀਆਂ ਦੀ ਜ਼ਬਾਨੀ ਪਹਿਲਾਂ ਤੋਂ ਹੀ ਅਖਵਾਇਆ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 71] ਅਤੇ ਉਹ ਸਾਨੂੰ ਸਾਡੇ ਵੈਰੀਆਂ ਤੋਂ ਅਤੇ ਉਨ੍ਹਾਂ ਸਭਨਾਂ ਦੇ ਹੱਥੋਂ ਜੋ ਸਾਡੇ ਨਾਲ ਵੈਰ ਰੱਖਦੇ ਹਨ ਛੁਟਕਾਰਾ ਦੇਵੇ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 72] ਨਾਲੇ ਉਹ ਸਾਡੇ ਪਿਉ-ਦਾਦਿਆਂ ਉੱਤੇ ਦਯਾ ਕਰੇ, ਅਤੇ ਆਪਣੇ ਪਵਿੱਤਰ ਨੇਮ ਨੂੰ ਯਾਦ ਰੱਖੇ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 73] ਅਰਥਾਤ ਉਸ ਸਹੁੰ ਨੂੰ ਜਿਹੜੀ ਉਸ ਨੇ ਸਾਡੇ ਪਿਤਾ ਅਬਰਾਹਾਮ ਨਾਲ ਖਾਧੀ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 74] ਜੋ ਉਹ ਸਾਨੂੰ ਇਹ ਬਖ਼ਸ਼ੇ ਜੋ ਅਸੀਂ ਆਪਣੇ ਵੈਰੀਆਂ ਦੇ ਹੱਥੋਂ ਛੁੱਟ ਕੇ
[IRV | PA | NT | Luke | Chapter 1 | Verse 75] ਜੀਵਨ ਭਰ ਉਸ ਦੇ ਅੱਗੇ ਪਵਿੱਤਰਤਾਈ ਤੇ ਧਰਮ ਨਾਲ ਨਿਡਰ ਹੋ ਕੇ ਉਸ ਦੀ ਬੰਦਗੀ ਕਰੀਏ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 76] ਅਤੇ ਤੂੰ, ਹੇ ਬਾਲਕ, ਅੱਤ ਮਹਾਨ ਦਾ ਨਬੀ ਅਖਵਾਵੇਗਾ, ਕਿਉਂ ਜੋ ਤੂੰ ਪ੍ਰਭੂ ਦੇ ਰਾਹਾਂ ਨੂੰ ਤਿਆਰ ਕਰਨ ਲਈ ਉਸ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਚੱਲੇਂਗਾ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 77] ਕਿ ਉਸ ਦੇ ਲੋਕਾਂ ਨੂੰ ਮੁਕਤੀ ਦਾ ਗਿਆਨ ਦੇਵੇਂ ਜਿਹੜੀ ਉਨ੍ਹਾਂ ਨੂੰ ਪਾਪਾਂ ਦੀ ਮਾਫ਼ੀ ਤੋਂ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 78] ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਡੀ ਦਯਾ ਦੇ ਕਾਰਨ ਮਿਲੇਗੀ ਜਦ ਸਵੇਰ ਦਾ ਚਾਨਣ ਸਵਰਗ ਤੋਂ ਸਾਡੇ ਉੱਤੇ ਚਮਕੇਗਾ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 79] ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜੋ ਹਨ੍ਹੇਰੇ ਅਤੇ ਮੌਤ ਦੇ ਸਾਏ ਵਿੱਚ ਬੈਠੇ ਹਨ ਚਾਨਣ ਦੇਵੇ, ਅਤੇ ਸਾਡੇ ਕਦਮਾਂ ਨੂੰ ਸ਼ਾਂਤੀ ਦੇ ਰਾਹ ਬਖ਼ਸ਼ੇ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 80] ਅਤੇ ਉਹ ਬਾਲਕ ਵੱਧਦਾ ਅਤੇ ਆਤਮਾ ਵਿੱਚ ਬਲਵੰਤ ਹੁੰਦਾ ਗਿਆ ਅਤੇ ਇਸਰਾਏਲ ਉੱਤੇ ਆਪਣੇ ਪਰਗਟ ਹੋਣ ਦੇ ਦਿਨ ਤੱਕ ਜੰਗਲ ਵਿੱਚ ਰਿਹਾ।
